English (en),Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,clean_name
involution,1,0,0,0,0,0,0,0,involution
involvement,1,0,0,0,0,0,0,0,involvement
inwards,0,0,0,0,0,0,0,0,inwards
iota,0,0,0,0,0,0,0,0,iota
irate,1,0,0,0,0,0,0,0,irate
ire,1,0,0,0,0,0,0,0,ire
iridescent,0,0,0,0,0,0,0,0,iridescent
iris,0,0,0,1,0,0,0,0,iris
iron,0,0,0,0,0,0,0,1,iron
ironic,0,0,0,0,0,0,0,0,ironic
irons,0,0,0,0,0,0,0,0,iron
irony,0,0,0,0,0,0,0,0,irony
irradiation,0,0,0,0,0,0,0,0,irradiation
irrational,0,0,1,1,0,0,0,0,irrational
irrationality,0,0,0,0,0,0,0,0,irrationality
irreconcilable,1,0,0,1,0,1,0,0,irreconcilable
irreducible,0,0,0,0,0,0,0,0,irreducible
irrefutable,0,0,0,0,0,0,0,1,irrefutable
irregular,0,0,0,0,0,0,0,0,irregular
irregularity,0,0,0,0,0,0,0,0,irregularity
irregularly,0,0,0,0,0,0,0,0,irregularly
irrelevant,0,0,0,0,0,0,0,0,irrelevant
irreparable,0,0,0,1,0,1,0,0,irreparable
irrepressible,0,0,0,0,0,0,0,0,irrepressible
irresistible,0,0,0,0,0,0,0,0,irresistible
irrespective,0,0,0,0,0,0,0,0,irrespective
irresponsible,0,0,0,0,0,0,0,0,irresponsible
irreverent,0,0,0,0,0,0,0,0,irreverent
irreversible,0,0,0,0,0,0,0,0,irreversible
irrevocable,0,0,0,0,0,0,0,0,irrevocable
irrigate,0,0,0,0,0,0,0,0,irrigate
irrigation,0,0,0,0,0,0,0,0,irrigation
irritability,1,0,0,0,0,0,0,0,irritability
irritable,1,0,0,0,0,0,0,0,irritable
irritating,1,0,1,0,0,0,0,0,irritate
irritation,1,0,1,0,0,1,0,0,irritation
island,0,0,0,0,0,0,0,0,island
isle,0,0,0,0,0,0,0,0,isle
islet,0,0,0,0,0,0,0,0,islet
isolate,0,0,0,0,0,1,0,0,isolate
isolated,0,0,0,1,0,1,0,0,isolated
isolation,0,0,0,0,0,1,0,0,isolation
isomorphism,0,0,0,0,0,0,0,0,isomorphism
isothermal,0,0,0,0,0,0,0,0,isothermal
issue,0,0,0,0,0,0,0,0,issue
itch,0,0,0,0,0,0,0,0,itch
itching,0,0,0,0,0,0,0,0,itch
item,0,0,0,0,0,0,0,0,item
itemize,0,0,0,0,0,0,0,0,itemize
items,0,0,0,0,0,0,0,0,item
iterate,0,0,0,0,0,0,0,0,iterate
iteration,0,0,0,0,0,0,0,0,iteration
iterative,0,0,0,0,0,0,0,0,iterative
itinerant,0,0,0,0,0,0,0,0,itinerant
itinerary,0,0,0,0,0,0,0,0,itinerary
ivory,0,0,0,0,0,0,0,0,ivory
jab,1,0,0,0,0,0,0,0,jab
jabber,0,0,0,0,0,0,0,0,jabber
jack,0,0,0,0,0,0,0,0,jack
jackass,0,0,0,0,0,0,0,0,jackass
jackpot,0,1,0,0,1,0,1,0,jackpot
jacks,0,0,0,0,0,0,0,0,jack
jade,0,0,0,0,0,0,0,0,jade
jag,0,0,0,0,0,0,0,0,jag
jagged,0,0,0,0,0,0,0,0,jagged
jaguar,0,0,0,0,0,0,0,0,jaguar
jail,0,0,0,1,0,1,0,0,jail
jam,0,0,0,0,0,0,0,0,jam
jammed,0,0,0,0,0,0,0,0,jammed
janitor,0,0,1,0,0,0,0,0,janitor
japan,0,0,0,0,0,0,0,0,japan
jar,0,0,0,0,0,0,0,0,jar
jargon,0,0,0,0,0,0,0,0,jargon
jarring,0,0,0,1,0,1,0,0,jarring
jasper,0,0,0,0,0,0,0,0,jasper
jaundice,0,0,0,1,0,0,0,0,jaundice
jaunt,0,0,0,0,0,0,0,0,jaunt
javelin,0,0,0,0,0,0,0,0,javelin
jaw,0,0,0,0,0,0,0,0,jaw
jaws,0,0,0,1,0,0,0,0,jaw
jay,0,0,0,0,0,0,0,0,jay
jealous,1,0,1,0,0,0,0,0,jealous
jealousy,1,0,1,1,0,1,0,0,jealousy
jeans,0,0,0,0,0,0,0,0,jean
jeep,0,0,0,0,0,0,0,0,jeep
jelly,0,0,0,0,0,0,0,0,jelly
jenny,0,0,0,0,0,0,0,0,jenny
jeopardize,1,0,0,1,0,0,0,0,jeopardize
jeopardy,0,1,0,1,0,0,0,0,jeopardy
jerk,1,0,0,0,0,0,1,0,jerk
jersey,0,0,0,0,0,0,0,0,jersey
jest,0,0,0,0,1,0,1,0,jest
jester,0,0,0,0,0,0,0,0,jester
jet,0,0,0,0,0,0,0,0,jet
jetty,0,0,0,0,0,0,0,0,jetty
jewel,0,0,0,0,0,0,0,0,jewel
jeweler,0,0,0,0,0,0,0,0,jeweler
jewelry,0,0,0,0,0,0,0,0,jewelry
jib,0,0,0,0,0,0,0,0,jib
jiffy,0,0,0,0,0,0,0,0,jiffy
jimmy,0,0,0,0,0,0,0,0,jimmy
jingle,0,0,0,0,0,0,0,0,jingle
job,0,0,0,0,0,0,0,0,job
jock,0,0,0,0,0,0,0,0,jock
jockey,0,0,0,0,0,0,0,0,jockey
jog,0,0,0,0,0,0,0,0,jog
john,0,0,1,0,0,0,0,0,john
join,0,0,0,0,0,0,0,0,join
joined,0,0,0,0,0,0,0,0,join
joining,0,0,0,0,0,0,0,0,join
joint,0,0,0,0,0,0,0,0,joint
jointly,0,0,0,0,0,0,0,0,jointly
joke,0,0,0,0,0,0,0,0,joke
joker,0,0,0,0,1,0,1,0,joker
joking,0,0,0,0,0,0,0,0,joking
jolt,0,0,0,0,0,0,1,0,jolt
jot,0,0,0,0,0,0,0,0,jot
journal,0,0,0,0,0,0,0,0,journal
journalism,0,0,0,0,0,0,0,1,journalism
journalist,0,0,0,0,0,0,0,0,journalist
journey,0,1,0,1,1,0,0,0,journey
journeyman,0,0,0,0,0,0,0,1,journeyman
jovial,0,0,0,0,1,0,0,0,jovial
joy,0,0,0,0,1,0,0,0,joy
joyful,0,0,0,0,1,0,0,1,joyful
joyous,0,0,0,0,1,0,0,0,joyous
jubilant,0,0,0,0,1,0,1,1,jubilant
jubilee,0,0,0,0,1,0,1,0,jubilee
judge,0,0,0,0,0,0,0,0,judge
judging,0,0,0,0,0,0,0,0,judging
judgment,0,0,0,0,0,0,1,0,judgment
judicial,0,1,0,0,0,0,0,1,judicial
judiciary,0,1,0,0,0,0,0,1,judiciary
judicious,0,0,0,0,0,0,0,1,judicious
jug,0,0,0,0,0,0,0,0,jug
juggle,0,0,0,0,0,0,0,0,juggle
juggling,0,0,0,0,0,0,0,0,juggling
juice,0,0,0,0,0,0,0,0,juice
juicy,0,0,0,0,0,0,0,0,juicy
jumble,0,0,0,0,0,0,0,0,jumble
jumbled,0,0,0,0,0,0,0,0,jumbled
jumbo,0,0,0,0,0,0,0,0,jumbo
jump,0,0,0,0,1,0,0,0,jump
junction,0,0,0,0,0,0,0,0,junction
juncture,0,0,0,0,0,0,0,0,juncture
jungle,0,0,0,1,0,0,0,0,jungle
junior,0,0,0,0,0,0,0,0,junior
junk,0,0,0,0,0,0,0,0,junk
junta,0,0,0,0,0,0,0,0,junta
juridical,0,0,0,0,0,0,0,0,juridical
jurisdiction,0,0,0,0,0,0,0,0,jurisdiction
jurisprudence,0,0,0,0,0,1,0,0,jurisprudence
jurist,0,0,0,0,0,0,0,1,jurist
jury,0,0,0,0,0,0,0,1,jury
justice,0,0,0,0,0,0,0,1,justice
justifiable,0,0,0,0,0,0,0,1,justifiable
justification,0,0,0,0,0,0,0,0,justification
justify,0,0,0,0,0,0,0,0,justify
jute,0,0,0,0,0,0,0,0,jute
juvenile,0,0,0,0,0,0,0,0,juvenile
juxtaposition,0,0,0,0,0,0,0,0,juxtaposition
kaiser,0,0,0,0,0,0,0,0,kaiser
kaleidoscope,0,0,0,0,0,0,0,0,kaleidoscope
kangaroo,0,0,0,0,0,0,0,0,kangaroo
karma,0,0,0,0,0,0,0,0,karma
kayak,0,0,0,0,0,0,0,0,kayak
keel,0,0,0,0,0,0,0,0,keel
keeper,0,0,0,0,0,0,0,0,keeper
keeping,0,0,0,0,0,0,0,0,keep
keepsake,0,0,0,0,0,0,0,0,keepsake
keg,0,0,0,0,0,0,0,0,keg
ken,0,0,0,0,0,0,0,0,ken
kennel,0,0,0,0,0,1,0,0,kennel
kern,0,0,0,0,0,0,0,0,kern
kernel,0,0,0,0,0,0,0,0,kernel
kerosene,0,0,0,1,0,0,0,0,kerosene
kettle,0,0,0,0,0,0,0,0,kettle
key,0,0,0,0,0,0,0,0,key
keyhole,0,0,0,0,0,0,0,0,keyhole
keynote,0,0,0,0,0,0,0,0,keynote
keystone,0,0,0,0,0,0,0,0,keystone
khaki,0,0,0,0,0,0,0,0,khaki
khan,0,0,0,1,0,0,0,1,khan
kick,1,0,0,0,0,0,0,0,kick
kicking,1,0,0,0,0,0,0,0,kick
kid,0,0,0,0,0,0,0,0,kid
kidding,0,0,0,0,0,0,0,0,kid
kidnap,1,0,0,1,0,1,1,0,kidnap
kill,0,0,0,1,0,1,0,0,kill
killing,1,0,0,1,0,1,0,0,kill
kiln,0,0,0,0,0,0,0,0,kiln
kilogram,0,0,0,0,0,0,0,0,kilogram
kilometer,0,0,0,0,0,0,0,0,kilometer
kilt,0,0,0,0,0,0,0,0,kilt
kimono,0,0,0,0,0,0,0,0,kimono
kin,0,0,0,0,0,0,0,0,kin
kind,0,0,0,0,1,0,0,1,kind
kindergarten,0,0,0,0,0,0,0,0,kindergarten
kindness,0,0,0,0,0,0,0,0,kindness
kindred,0,1,0,0,1,0,0,1,kindred
kinematics,0,0,0,0,0,0,0,0,kinematics
king,0,0,0,0,0,0,0,0,king
kingdom,0,0,0,0,0,0,0,0,kingdom
kink,0,0,0,0,0,0,0,0,kink
kinky,0,0,0,0,0,0,0,0,kinky
kiosk,0,0,0,0,0,0,0,0,kiosk
kirk,0,0,0,0,0,0,0,0,kirk
kiss,0,1,0,0,1,0,1,0,kiss
kit,0,0,0,0,0,0,0,0,kit
kitchen,0,0,0,0,0,0,0,0,kitchen
kite,0,0,1,0,0,0,0,0,kite
kitten,0,0,0,0,1,0,0,1,kitten
knack,0,0,0,0,0,0,0,0,knack
knapsack,0,0,0,0,0,0,0,0,knapsack
knead,0,0,0,0,0,0,0,0,knead
knee,0,0,0,0,0,0,0,0,knee
kneel,0,0,0,0,0,0,0,0,kneel
kneeling,0,0,0,0,0,0,0,0,kneel
knell,0,0,0,1,0,1,0,0,knell
knickers,0,0,0,0,0,0,0,1,knickers
knife,0,0,0,0,0,0,0,0,knife
knight,0,0,0,0,0,0,0,0,knight
knit,0,0,0,0,0,0,0,0,knit
knob,0,0,0,0,0,0,0,0,knob
knock,0,0,0,0,0,0,0,0,knock
knoll,0,0,0,0,0,0,0,0,knoll
knot,0,0,0,0,0,0,0,0,knot
knotted,0,0,0,0,0,0,0,0,knot
knowing,0,0,0,0,0,0,0,0,know
knowingly,0,0,0,0,0,0,0,0,knowingly
knowledge,0,0,0,0,0,0,0,0,knowledge
knuckle,0,0,0,0,0,0,0,0,knuckle
kos,0,0,0,0,0,0,0,0,ko
kris,0,0,0,0,0,0,0,0,kris
kudos,0,0,0,0,1,0,0,0,kudos
lab,0,0,0,0,0,0,0,0,lab
label,0,0,0,0,0,0,0,1,label
labor,0,1,0,0,1,0,1,1,labor
laboratory,0,0,0,0,0,0,0,0,laboratory
labored,0,0,0,0,0,1,0,0,labor
laborer,0,0,0,0,0,0,0,0,laborer
laboring,0,0,0,0,0,0,0,0,labor
laborious,0,0,0,0,0,0,0,0,laborious
labyrinth,0,1,0,0,0,0,0,0,labyrinth
lac,0,0,0,0,0,0,0,0,lac
lace,1,0,0,1,0,1,0,1,lace
lack,0,0,0,0,0,0,0,0,lack
lacking,0,0,0,0,0,0,0,0,lack
lackluster,0,0,0,0,0,0,0,0,lackluster
lacquer,0,0,0,0,0,0,0,0,lacquer
lacrosse,0,0,0,0,0,0,0,0,lacrosse
lad,0,0,0,0,0,0,0,0,lad
ladder,0,0,0,0,0,0,0,0,ladder
laden,0,0,0,0,0,0,0,0,laden
lading,0,0,0,0,0,0,0,0,lade
ladle,0,0,0,0,0,0,0,0,ladle
lady,0,0,0,0,0,0,0,0,lady
lag,0,0,0,0,0,0,0,0,lag
lagging,1,1,1,0,0,1,0,0,lag
lagoon,0,0,0,0,0,0,0,0,lagoon
lair,0,0,0,0,0,0,0,0,lair
laity,0,0,0,0,0,0,0,0,laity
lake,0,0,0,0,0,0,0,0,lake
lama,0,0,0,0,0,0,0,0,lama
lamb,0,0,0,0,1,0,0,1,lamb
lament,0,0,1,1,0,1,0,0,lament
lamenting,0,0,0,0,0,1,0,0,lament
lamina,0,0,0,0,0,0,0,0,lamina
laminated,0,0,0,0,0,0,0,0,laminate
lamp,0,0,0,0,0,0,0,0,lamp
lance,0,0,0,0,0,0,0,0,lance
lancer,0,0,0,0,0,0,0,0,lancer
land,0,0,0,0,0,0,0,0,land
landed,0,0,0,0,0,0,0,0,land
landing,0,0,0,0,0,0,0,0,land
landlocked,0,0,0,0,0,0,0,0,landlocked
landlord,0,0,0,0,0,0,0,0,landlord
landmark,0,0,0,0,0,0,0,1,landmark
lands,0,0,0,0,0,0,0,0,land
landscape,0,0,0,0,0,0,0,0,landscape
landscaping,0,0,0,0,0,0,0,0,landscape
landslide,0,0,0,1,0,1,0,0,landslide
lane,0,0,0,0,0,0,0,0,lane
language,0,0,0,0,0,0,0,0,language
languid,0,0,0,0,0,0,0,0,languid
languish,0,0,0,0,0,0,0,0,languish
languishing,0,0,0,1,0,1,0,0,languish
lanky,0,0,0,0,0,0,0,0,lanky
lantern,0,0,0,0,0,0,0,0,lantern
lap,0,0,0,0,0,0,0,0,lap
lapel,0,0,0,0,0,0,0,0,lapel
lapse,0,0,0,0,0,0,0,0,lapse
lapsed,0,0,0,0,0,0,0,0,lapse
larceny,0,0,1,0,0,0,0,0,larceny
lard,0,0,0,0,0,0,0,0,lard
larder,0,0,0,0,0,0,0,0,larder
large,0,0,0,0,0,0,0,0,large
larger,0,0,1,0,0,0,1,1,large
largo,0,0,0,0,0,0,0,0,largo
lark,0,0,0,0,0,0,0,0,lark
larva,0,0,0,0,0,0,0,0,larva
larynx,0,0,0,0,0,0,0,0,larynx
laser,0,0,0,0,0,0,0,1,laser
lash,1,0,0,1,0,0,0,0,lash
lass,0,0,0,0,0,0,0,0,lass
lasso,0,0,0,0,0,0,0,0,lasso
lasting,0,0,0,0,0,0,0,0,last
latch,0,0,0,0,0,0,0,0,latch
late,0,0,0,0,0,1,0,0,late
lateness,0,0,0,0,0,0,0,0,lateness
latent,1,1,1,0,0,0,1,0,latent
lateral,0,0,0,0,0,0,0,0,lateral
laterally,0,0,0,0,0,0,0,0,laterally
latex,0,0,0,0,0,0,0,0,latex
lathe,0,0,0,0,0,0,0,0,lathe
lather,0,0,0,0,0,0,0,0,lather
latitude,0,0,0,0,0,0,0,0,latitude
latrines,0,0,1,0,0,0,0,0,latrine
lattice,0,0,0,0,0,0,0,0,lattice
laudable,0,0,0,0,0,0,0,0,laudable
laugh,0,0,0,0,1,0,1,0,laugh
laughable,0,0,1,0,0,0,0,0,laughable
laughing,0,0,0,0,1,0,0,0,laugh
laughter,0,1,0,0,1,0,1,0,laughter
launch,0,1,0,0,0,0,0,0,launch
laundry,0,0,0,0,0,0,0,0,laundry
laureate,0,0,0,0,0,0,0,1,laureate
laurel,0,0,0,0,0,0,0,0,laurel
laurels,0,0,0,0,1,0,0,0,laurel
lava,1,0,0,1,0,0,0,0,lava
lavage,0,0,0,0,0,0,0,0,lavage
lavatory,0,0,1,0,0,0,0,0,lavatory
lavender,0,0,0,0,0,0,0,0,lavender
lavish,0,0,0,0,0,0,0,0,lavish
law,0,0,0,0,0,0,0,1,law
lawful,0,0,0,0,0,0,0,1,lawful
lawlessness,1,0,0,1,0,0,0,0,lawlessness
lawn,0,0,0,0,0,0,0,0,lawn
lawsuit,1,0,1,1,0,1,1,0,lawsuit
lawyer,1,0,1,1,0,0,0,0,lawyer
lax,0,0,0,0,0,1,0,0,lax
laxative,0,0,1,1,0,0,0,0,laxative
lay,0,0,0,0,0,0,0,0,lay
layer,0,0,0,0,0,0,0,0,layer
layered,0,0,0,0,0,0,0,0,layer
layman,0,0,0,0,0,0,0,0,layman
lazy,0,0,0,0,0,0,0,0,lazy
lea,0,0,0,0,0,0,0,0,lea
lead,0,0,0,0,0,0,0,0,lead
leader,0,0,0,0,0,0,0,1,leader
leading,0,0,0,0,0,0,0,1,lead
leads,0,0,0,0,0,0,0,0,lead
leaf,0,0,0,0,0,0,0,0,leaf
leaflet,0,0,0,0,0,0,0,0,leaflet
leafy,0,0,0,0,0,0,0,0,leafy
league,0,0,0,0,0,0,0,0,league
leak,0,0,0,0,0,0,0,0,leak
leakage,0,0,0,0,0,0,0,0,leakage
leaky,0,0,0,0,0,0,0,0,leaky
lean,0,0,0,0,0,0,0,0,lean
leaned,0,0,0,0,0,0,0,0,lean
leaning,0,0,0,0,0,0,0,1,lean
leap,0,0,0,0,0,0,0,0,leap
learn,0,0,0,0,0,0,0,0,learn
learned,0,0,0,0,0,0,0,0,learn
learner,0,0,0,0,0,0,0,0,learner
learning,0,0,0,0,0,0,0,0,learn
lease,0,0,0,0,0,0,0,0,lease
leash,0,0,0,0,0,0,0,0,leash
leather,0,0,0,0,0,0,0,0,leather
leathery,0,0,0,0,0,0,0,0,leathery
leave,0,0,0,0,0,1,1,0,leave
lecture,0,0,0,0,0,0,0,0,lecture
lecturer,0,0,0,0,0,0,0,0,lecturer
ledge,0,0,0,0,0,0,0,0,ledge
ledger,0,0,0,0,0,0,0,0,ledger
lee,0,0,0,0,0,0,0,0,lee
leech,0,0,0,0,0,0,0,0,leech
leeches,0,0,1,1,0,0,0,0,leech
leer,0,0,1,0,0,0,0,0,leer
leery,0,0,0,0,0,0,1,0,leery
lees,0,0,0,0,0,0,0,0,lee
leeway,0,0,0,0,0,0,0,0,leeway
left,0,0,0,0,0,0,0,0,left
leg,0,0,0,0,0,0,0,0,leg
legacy,0,0,0,0,0,0,0,0,legacy
legal,0,0,0,0,0,0,0,1,legal
legality,0,0,0,0,0,0,0,0,legality
legalize,0,0,0,0,0,0,0,0,legalize
legalized,1,0,0,1,1,0,0,1,legalize
legally,0,0,0,0,0,0,0,0,legally
legend,0,0,0,0,0,0,0,0,legend
legendary,0,0,0,0,0,0,0,0,legendary
legibility,0,0,0,0,0,0,0,0,legibility
legible,0,0,0,0,0,0,0,0,legible
legion,0,0,0,0,0,0,0,0,legion
legislate,0,0,0,0,0,0,0,0,legislate
legislation,0,0,0,0,0,0,0,0,legislation
legislative,0,0,0,0,0,0,0,0,legislative
legislator,0,0,0,0,0,0,0,1,legislator
legislature,0,0,0,0,0,0,0,1,legislature
legitimacy,0,0,0,0,0,0,0,1,legitimacy
legs,0,0,0,0,0,0,0,0,leg
legume,0,0,0,0,0,0,0,0,legume
leisure,0,1,0,0,1,0,1,1,leisure
leisurely,0,0,0,0,0,0,0,0,leisurely
lemma,0,0,0,0,0,0,0,0,lemma
lemon,0,0,1,0,0,0,0,0,lemon
lend,0,0,0,0,0,0,0,0,lend
lender,0,0,0,0,0,0,0,1,lender
lending,0,0,0,0,0,0,0,0,lending
length,0,0,0,0,0,0,0,0,length
lengthen,0,0,0,0,0,0,0,0,lengthen
lengthened,0,0,0,0,0,0,0,0,lengthen
lengthening,0,0,0,0,0,0,0,0,lengthen
lengthwise,0,0,0,0,0,0,0,0,lengthwise
lengthy,0,0,0,0,0,0,0,0,lengthy
leniency,0,0,0,0,0,0,0,0,leniency
lenient,0,0,0,0,0,0,0,0,lenient
lens,0,0,0,0,0,0,0,0,lens
leopard,0,0,0,0,0,0,0,0,leopard
leprosy,0,0,1,1,0,1,0,0,leprosy
lesbian,0,0,1,0,0,1,0,0,lesbian
lesbianism,0,0,0,0,0,0,0,0,lesbianism
lessee,0,0,0,0,0,0,0,0,lessee
lessen,0,1,0,0,0,0,0,0,lessen
lessening,0,0,0,0,0,0,0,0,lessen
lesser,0,0,1,0,0,0,0,0,lesser
lesson,0,1,0,0,0,0,0,1,lesson
lessor,0,0,0,0,0,0,0,0,lessor
lethal,0,0,1,1,0,1,0,0,lethal
lethargic,0,0,0,0,0,0,0,0,lethargic
lethargy,0,0,0,0,0,1,0,0,lethargy
letter,0,1,0,0,0,0,0,0,letter
lettered,0,1,0,0,0,0,0,1,letter
letters,0,0,0,0,0,0,0,0,letter
lettuce,0,0,0,0,0,0,0,0,lettuce
leukemia,1,0,0,1,0,1,0,0,leukemia
levee,0,0,0,0,0,0,0,1,levee
level,0,0,0,0,0,0,0,1,level
lever,0,0,0,0,0,0,0,0,lever
leverage,0,0,0,0,0,0,0,0,leverage
levy,0,0,0,0,0,0,0,0,levy
lewd,0,0,1,0,0,0,0,0,lewd
lexicon,0,0,0,0,0,0,0,0,lexicon
ley,0,0,0,0,0,0,0,0,ley
liabilities,0,0,0,0,0,0,0,0,liability
liability,0,0,0,0,0,0,0,0,liability
liaison,0,0,0,0,0,0,0,0,liaison
liar,0,0,1,0,0,0,0,0,liar
libel,1,0,0,1,0,0,0,1,libel
libelous,0,0,0,0,0,0,0,0,libelous
liberal,0,0,0,0,0,0,0,0,liberal
liberalism,0,0,0,0,0,0,0,0,liberalism
liberate,1,1,0,0,1,0,1,1,liberate
liberation,0,1,0,0,1,0,1,0,liberation
liberty,0,1,0,0,1,0,1,1,liberty
libido,0,0,0,0,0,0,0,0,libido
librarian,0,0,0,0,0,0,0,0,librarian
library,0,0,0,0,0,0,0,0,library
libretto,0,0,0,0,0,0,0,0,libretto
license,0,0,0,0,0,0,0,0,license
lichen,0,0,0,0,0,0,0,0,lichen
lick,0,0,1,0,0,0,0,0,lick
lid,0,0,0,0,0,0,0,0,lid
lie,1,0,1,0,0,1,0,0,lie
liege,0,0,0,0,0,0,0,0,liege
lien,0,0,0,0,0,0,0,0,lien
lieu,0,0,0,0,0,0,0,0,lieu
lieutenant,0,0,0,0,0,0,0,1,lieutenant
life,0,0,0,0,0,0,0,0,life
lifeblood,0,0,0,0,0,0,0,0,lifeblood
lifeboat,0,0,0,0,0,0,0,0,lifeboat
lifeless,0,0,0,1,0,1,0,0,lifeless
lifelike,0,0,0,0,0,0,0,0,lifelike
lifelong,0,0,0,0,0,0,0,0,lifelong
lifetime,0,0,0,0,0,0,0,0,lifetime
lift,0,0,0,0,0,0,0,0,lift
ligament,0,0,0,0,0,0,0,0,ligament
ligation,0,0,0,0,0,0,0,0,ligation
light,0,0,0,0,0,0,0,0,light
lighten,0,0,0,0,0,0,0,0,lighten
lighthouse,0,0,0,0,0,0,0,0,lighthouse
lightness,0,0,0,0,0,0,0,0,lightness
lightning,1,0,0,1,0,0,1,0,lightning
likelihood,0,0,0,0,0,0,0,0,likelihood
likeness,0,0,0,0,0,0,0,0,likeness
likewise,0,0,0,0,0,0,0,0,likewise
liking,0,0,0,0,1,0,0,1,like
lilac,0,0,0,0,0,0,0,0,lilac
lily,0,0,0,0,0,0,0,0,lily
limb,0,0,0,0,0,0,0,0,limb
limbo,0,0,0,0,0,0,0,0,limbo
limit,0,0,0,0,0,0,0,0,limit
limitation,0,0,0,0,0,0,0,0,limitation
limited,1,0,0,0,0,1,0,0,limited
limitless,0,0,0,0,0,0,0,0,limitless
limousine,0,0,0,0,0,0,0,0,limousine
limp,0,0,0,0,0,0,0,0,limp
lin,0,0,0,0,0,0,0,0,lin
line,0,0,0,0,0,0,0,0,line
lineage,0,0,0,0,0,0,0,0,lineage
lineal,0,0,0,0,0,0,0,0,lineal
linear,0,0,0,0,0,0,0,0,linear
lined,0,0,0,0,0,0,0,0,line
linen,0,0,0,0,0,0,0,0,linen
liner,0,0,0,0,0,0,0,0,liner
lines,0,0,0,1,0,0,0,0,line
linger,0,1,0,0,0,0,0,0,linger
lingo,0,0,0,0,0,0,0,0,lingo
lingual,0,0,0,0,0,0,0,0,lingual
linguist,0,0,0,0,0,0,0,1,linguist
linguistic,0,0,0,0,0,0,0,0,linguistic
linguistics,0,0,0,0,0,0,0,0,linguistics
lining,0,0,0,0,0,0,0,0,line
link,0,0,0,0,0,0,0,0,link
linoleum,0,0,0,0,0,0,0,0,linoleum
lint,0,0,0,0,0,0,0,0,lint
lion,0,0,0,1,0,0,0,0,lion
lip,0,0,0,0,0,0,0,0,lip
lipstick,0,0,0,0,0,0,0,0,lipstick
liquefaction,0,0,0,0,0,0,0,0,liquefaction
liquefied,0,0,0,0,0,0,0,0,liquefy
liqueur,0,0,0,0,0,0,0,0,liqueur
liquid,0,0,0,0,0,0,0,0,liquid
liquidate,0,0,0,0,0,0,0,0,liquidate
liquidation,0,0,0,0,0,0,0,0,liquidation
liquidator,0,0,0,0,0,0,0,0,liquidator
liquidity,0,0,0,0,0,0,0,0,liquidity
liquor,1,0,0,0,1,1,0,0,liquor
lisp,0,0,0,0,0,0,0,0,lisp
list,0,0,0,0,0,0,0,0,list
listen,0,0,0,0,0,0,0,0,listen
listener,0,0,0,0,0,0,0,0,listener
listing,0,0,0,0,0,0,0,0,listing
listless,0,0,0,0,0,1,0,0,listless
litany,0,0,0,0,0,0,0,0,litany
literally,0,0,0,0,0,0,0,0,literally
literary,0,0,0,0,0,0,0,0,literary
literature,0,0,0,0,0,0,0,0,literature
lithe,0,0,0,0,0,0,0,0,lithe
lithograph,0,0,0,0,0,0,0,0,lithograph
lithography,0,0,0,0,0,0,0,0,lithography
lithology,0,0,0,0,0,0,0,0,lithology
lithosphere,0,0,0,0,0,0,0,0,lithosphere
litigant,0,0,0,0,0,0,0,0,litigant
litigate,1,1,1,1,0,1,0,0,litigate
litigation,0,0,0,0,0,0,0,0,litigation
litigious,1,0,1,0,0,0,0,0,litigious
litter,0,0,0,0,0,0,0,0,litter
littoral,0,0,0,0,0,0,0,0,littoral
liturgy,0,0,0,0,0,0,0,0,liturgy
livelihood,0,0,0,0,0,0,0,0,livelihood
livery,0,0,0,0,0,0,0,0,livery
livid,1,0,1,0,0,0,0,0,livid
living,0,0,0,0,0,0,0,0,living
llama,0,0,0,0,0,0,0,0,llama
load,0,0,0,0,0,0,0,0,load
loaf,0,0,0,0,0,0,0,0,loaf
loafer,0,0,0,0,0,0,0,0,loafer
loam,0,0,0,0,0,0,0,0,loam
loan,0,0,0,0,0,0,0,0,loan
loath,1,0,0,0,0,0,0,0,loath
loathe,1,0,1,0,0,0,0,0,loathe
loathing,0,0,1,0,0,0,0,0,loathe
loathsome,1,0,1,0,0,0,0,0,loathsome
lobby,0,0,0,0,0,0,0,0,lobby
lobbyist,0,0,0,0,0,0,0,0,lobbyist
lobe,0,0,0,0,0,0,0,0,lobe
local,0,0,0,0,0,0,0,0,local
locale,0,0,0,0,0,0,0,0,locale
locality,0,0,0,0,0,0,0,0,locality
localization,0,0,0,0,0,0,0,0,localization
localize,0,1,0,0,0,0,0,0,localize
locate,0,0,0,0,0,0,0,0,locate
location,0,0,0,0,0,0,0,0,location
loch,0,0,0,0,0,0,0,0,loch
lock,0,0,0,0,0,0,0,0,lock
locker,0,0,0,0,0,0,0,0,locker
locksmith,0,0,0,0,0,0,0,0,locksmith
lockup,0,0,0,1,0,1,0,0,lockup
locomotion,0,0,0,0,0,0,0,0,locomotion
locomotive,0,0,0,0,0,0,0,0,locomotive
locust,0,0,0,1,0,0,0,0,locust
lodge,0,0,0,0,0,0,0,0,lodge
lodger,0,0,0,0,0,0,0,0,lodger
lodging,0,0,0,0,0,0,0,1,lodge
loft,0,0,0,0,0,0,0,0,loft
lofty,0,0,0,0,0,0,0,0,lofty
log,0,0,0,0,0,0,0,0,log
logarithm,0,0,0,0,0,0,0,0,logarithm
logarithmic,0,0,0,0,0,0,0,0,logarithmic
